original_path,local_path,sha256,classification,purpose,retention_reason,ignore_rule
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T02_C_ONLY/SRCP_V1_DCV_T02_C_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T02_C_ONLY/SRCP_V1_DCV_T02_C_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T03_L_ONLY/SRCP_V1_DCV_T03_L_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T03_L_ONLY/SRCP_V1_DCV_T03_L_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T04_RC_ONLY/SRCP_V1_DCV_T04_RC_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T04_RC_ONLY/SRCP_V1_DCV_T04_RC_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T05_RL_ONLY/SRCP_V1_DCV_T05_RL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T05_RL_ONLY/SRCP_V1_DCV_T05_RL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T06_CL_ONLY/SRCP_V1_DCV_T06_CL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T06_CL_ONLY/SRCP_V1_DCV_T06_CL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T07_R_ONLY/SRCP_V2_ACV2_T07_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T07_R_ONLY/SRCP_V2_ACV2_T07_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T08_RC_RL/SRCP_V2_ACV2_T08_RC_RL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T08_RC_RL/SRCP_V2_ACV2_T08_RC_RL.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T09_RCL_RC/SRCP_V2_ACV2_T09_RCL_RC.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T09_RCL_RC/SRCP_V2_ACV2_T09_RCL_RC.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T10_C_ONLY/SRCP_V2_ACV2_T10_C_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T10_C_ONLY/SRCP_V2_ACV2_T10_C_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T11_L_ONLY/SRCP_V2_ACV2_T11_L_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T11_L_ONLY/SRCP_V2_ACV2_T11_L_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T12_CL_RL/SRCP_V2_ACV2_T12_CL_RL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_ACV2_T12_CL_RL/SRCP_V2_ACV2_T12_CL_RL.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCI2_T03_R_ONLY/SRCP_V2_DCI2_T03_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCI2_T03_R_ONLY/SRCP_V2_DCI2_T03_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCI2_T04_RC_RL/SRCP_V2_DCI2_T04_RC_RL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCI2_T04_RC_RL/SRCP_V2_DCI2_T04_RC_RL.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCV2_T01_R_ONLY/SRCP_V2_DCV2_T01_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCV2_T01_R_ONLY/SRCP_V2_DCV2_T01_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,73737470329abe9b36c137ce323c27dbbe1be4a0858921fa989e188582ae4822,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCV2_T02_RC_RL/SRCP_V2_DCV2_T02_RC_RL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCV2_T02_RC_RL/SRCP_V2_DCV2_T02_RC_RL.pdsprj.M_TAHABINZAEEM.tahab.workspace,373a4e0afbe910ff9e11528a557e2bce91c8002320105fa249e23bd9570b2f22,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCV_DCI_T05_R_ONLY/SRCP_V2_DCV_DCI_T05_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCV_DCI_T05_R_ONLY/SRCP_V2_DCV_DCI_T05_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCV_DCI_T06_RCL_RC/SRCP_V2_DCV_DCI_T06_RCL_RC.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v2_two_source_temp_2026_06_05/SOURCE_PASSIVE_V2_TWO_SOURCE_TEST_BATCH/SRCP_V2_DCV_DCI_T06_RCL_RC/SRCP_V2_DCV_DCI_T06_RCL_RC.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v3_dcv2_grounded_temp_2026_06_05/SOURCE_PASSIVE_V3_DCV2_GROUNDED_TEST_BATCH/SRCP_V3_DCV2_T01_R_ONLY_G0_RETURN/SRCP_V3_DCV2_T01_R_ONLY_G0_RETURN.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v3_dcv2_grounded_temp_2026_06_05/SOURCE_PASSIVE_V3_DCV2_GROUNDED_TEST_BATCH/SRCP_V3_DCV2_T01_R_ONLY_G0_RETURN/SRCP_V3_DCV2_T01_R_ONLY_G0_RETURN.pdsprj.M_TAHABINZAEEM.tahab.workspace,1ca71287139be0d3f3f54e2bcebfe2510d36ec6e4ac20bd183d151bff022580e,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v3_dcv2_grounded_temp_2026_06_05/SOURCE_PASSIVE_V3_DCV2_GROUNDED_TEST_BATCH/SRCP_V3_DCV2_T02_RC_RL_G0_RETURN/SRCP_V3_DCV2_T02_RC_RL_G0_RETURN.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v3_dcv2_grounded_temp_2026_06_05/SOURCE_PASSIVE_V3_DCV2_GROUNDED_TEST_BATCH/SRCP_V3_DCV2_T02_RC_RL_G0_RETURN/SRCP_V3_DCV2_T02_RC_RL_G0_RETURN.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v3_dcv2_grounded_temp_2026_06_05/SOURCE_PASSIVE_V3_DCV2_GROUNDED_TEST_BATCH/SRCP_V3_DCV2_T03_R_ONLY_D0_WITH_1G_REF/SRCP_V3_DCV2_T03_R_ONLY_D0_WITH_1G_REF.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v3_dcv2_grounded_temp_2026_06_05/SOURCE_PASSIVE_V3_DCV2_GROUNDED_TEST_BATCH/SRCP_V3_DCV2_T03_R_ONLY_D0_WITH_1G_REF/SRCP_V3_DCV2_T03_R_ONLY_D0_WITH_1G_REF.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v3_dcv2_grounded_temp_2026_06_05/SOURCE_PASSIVE_V3_DCV2_GROUNDED_TEST_BATCH/SRCP_V3_DCV2_T04_RC_RL_D0_WITH_1G_REF/SRCP_V3_DCV2_T04_RC_RL_D0_WITH_1G_REF.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v3_dcv2_grounded_temp_2026_06_05/SOURCE_PASSIVE_V3_DCV2_GROUNDED_TEST_BATCH/SRCP_V3_DCV2_T04_RC_RL_D0_WITH_1G_REF/SRCP_V3_DCV2_T04_RC_RL_D0_WITH_1G_REF.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v5_fixed_v3_order_temp_2026_06_05/SOURCE_PASSIVE_V5_FIXED_V3_ORDER_TEST_BATCH/SRCP_V5_T00_USER_FIXED_COPY/SRCP_V5_T00_USER_FIXED_COPY.pdsprj,proteus/experiments/runs/source_passive_v5_fixed_v3_order_temp_2026_06_05/SOURCE_PASSIVE_V5_FIXED_V3_ORDER_TEST_BATCH/SRCP_V5_T00_USER_FIXED_COPY/SRCP_V5_T00_USER_FIXED_COPY.pdsprj,b78180a47f93f4c96b9546007a72048733b249edb3fe952e9e856c9860f03291,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
experiments/source_passive_v5_fixed_v3_order_temp_2026_06_05/SOURCE_PASSIVE_V5_FIXED_V3_ORDER_TEST_BATCH/SRCP_V5_T00_USER_FIXED_COPY/SRCP_V5_T00_USER_FIXED_COPY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v5_fixed_v3_order_temp_2026_06_05/SOURCE_PASSIVE_V5_FIXED_V3_ORDER_TEST_BATCH/SRCP_V5_T00_USER_FIXED_COPY/SRCP_V5_T00_USER_FIXED_COPY.pdsprj.M_TAHABINZAEEM.tahab.workspace,adbfa16cb5e7071eeb7942dce81498b7d3de4afcfbd548d5e9f84b308ba63ce1,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v5_fixed_v3_order_temp_2026_06_05/SOURCE_PASSIVE_V5_FIXED_V3_ORDER_TEST_BATCH/SRCP_V5_T01_USER_FIXED_TRANSPLANT_E001/SRCP_V5_T01_USER_FIXED_TRANSPLANT_E001.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v5_fixed_v3_order_temp_2026_06_05/SOURCE_PASSIVE_V5_FIXED_V3_ORDER_TEST_BATCH/SRCP_V5_T01_USER_FIXED_TRANSPLANT_E001/SRCP_V5_T01_USER_FIXED_TRANSPLANT_E001.pdsprj.M_TAHABINZAEEM.tahab.workspace,d939b0b3778d2e5840412988ce984f5d93687c3023bacec96688ffb7c3757345,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T00_V3_T03_ORIGINAL_COPY/SRCP_V6_T00_V3_T03_ORIGINAL_COPY.pdsprj,proteus/experiments/runs/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T00_V3_T03_ORIGINAL_COPY/SRCP_V6_T00_V3_T03_ORIGINAL_COPY.pdsprj,a697e038f97bee28671875e9af2b8a505c27177795a84ccdc1cf0e8bad7f1037,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
experiments/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T00_V3_T03_ORIGINAL_COPY/SRCP_V6_T00_V3_T03_ORIGINAL_COPY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T00_V3_T03_ORIGINAL_COPY/SRCP_V6_T00_V3_T03_ORIGINAL_COPY.pdsprj.M_TAHABINZAEEM.tahab.workspace,adbfa16cb5e7071eeb7942dce81498b7d3de4afcfbd548d5e9f84b308ba63ce1,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T01_T03_ORIG_DSN_FIXED_CDB_EXACT/SRCP_V6_T01_T03_ORIG_DSN_FIXED_CDB_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T01_T03_ORIG_DSN_FIXED_CDB_EXACT/SRCP_V6_T01_T03_ORIG_DSN_FIXED_CDB_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,adbfa16cb5e7071eeb7942dce81498b7d3de4afcfbd548d5e9f84b308ba63ce1,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T02_T03_ORIG_DSN_SOURCE_CDB_1V/SRCP_V6_T02_T03_ORIG_DSN_SOURCE_CDB_1V.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T02_T03_ORIG_DSN_SOURCE_CDB_1V/SRCP_V6_T02_T03_ORIG_DSN_SOURCE_CDB_1V.pdsprj.M_TAHABINZAEEM.tahab.workspace,adbfa16cb5e7071eeb7942dce81498b7d3de4afcfbd548d5e9f84b308ba63ce1,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T03_T03_ORIG_DSN_SOURCE_CDB_10V_5V/SRCP_V6_T03_T03_ORIG_DSN_SOURCE_CDB_10V_5V.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T03_T03_ORIG_DSN_SOURCE_CDB_10V_5V/SRCP_V6_T03_T03_ORIG_DSN_SOURCE_CDB_10V_5V.pdsprj.M_TAHABINZAEEM.tahab.workspace,adbfa16cb5e7071eeb7942dce81498b7d3de4afcfbd548d5e9f84b308ba63ce1,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T04_T03_ORIG_DSN_SOURCE_PINS_FIELD0/SRCP_V6_T04_T03_ORIG_DSN_SOURCE_PINS_FIELD0.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T04_T03_ORIG_DSN_SOURCE_PINS_FIELD0/SRCP_V6_T04_T03_ORIG_DSN_SOURCE_PINS_FIELD0.pdsprj.M_TAHABINZAEEM.tahab.workspace,adbfa16cb5e7071eeb7942dce81498b7d3de4afcfbd548d5e9f84b308ba63ce1,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T05_T03_ORIG_DSN_PASSIVE_PINS_NEG1/SRCP_V6_T05_T03_ORIG_DSN_PASSIVE_PINS_NEG1.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T05_T03_ORIG_DSN_PASSIVE_PINS_NEG1/SRCP_V6_T05_T03_ORIG_DSN_PASSIVE_PINS_NEG1.pdsprj.M_TAHABINZAEEM.tahab.workspace,adbfa16cb5e7071eeb7942dce81498b7d3de4afcfbd548d5e9f84b308ba63ce1,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T06_V3_T04_ORIGINAL_COPY/SRCP_V6_T06_V3_T04_ORIGINAL_COPY.pdsprj,proteus/experiments/runs/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T06_V3_T04_ORIGINAL_COPY/SRCP_V6_T06_V3_T04_ORIGINAL_COPY.pdsprj,51a7e2a0c460f855eeb7ffd5cd8b9bd2f35bcd75ae9c10c315a1769695802a7a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
experiments/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T06_V3_T04_ORIGINAL_COPY/SRCP_V6_T06_V3_T04_ORIGINAL_COPY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v6_v3_dsn_cdb_only_temp_2026_06_05/SOURCE_PASSIVE_V6_V3_DSN_CDB_ONLY_TEST_BATCH/SRCP_V6_T06_V3_T04_ORIGINAL_COPY/SRCP_V6_T06_V3_T04_ORIGINAL_COPY.pdsprj.M_TAHABINZAEEM.tahab.workspace,adbfa16cb5e7071eeb7942dce81498b7d3de4afcfbd548d5e9f84b308ba63ce1,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
